,Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
342,,Yuya Aikawa,3999685/yuya-aikawa,,,,,,,,
343,,Charleston Aiken,4389249/charleston-aiken,Northern Marianas,,,,The Predator,,,
344,,Aydin Aikhan,4348600/aydin-aikhan,Turkey,,,,,,,
345,,Jiaerken Ailimubai,4894698/jiaerken-ailimubai,China,,,,,,,
346,,Antonio Ailton Borges da Silva,4379329/antonio-ailton-borges-da-silva,Brazil,,,,,,,
347,,Steve Aimable,4320928/steve-aimable,England,Welterweight,BKK Fighters,1987-08-21,Diddy Kong,,170.0,67.0
348,,Muhammad Aiman,4280295/muhammad-aiman,Malaysia,,,1995-02-04,,,145.0,68.0
349,,Kenneth Aimes,2500571/kenneth-aimes,,,,,,,,
350,Orthodox,Mike Aina,2431338/mike-aina,USA,Lightweight,,,,,,
351,,Nate Ainsworth,4227127/nate-ainsworth,USA,,,,,,,
352,,Ramaz Aioiani,4690505/ramaz-aioiani,Georgia,,,,,,,
353,,Tua Aiono,4389247/tua-aiono,,,,,,,,
354,,Kenny Aires,2975555/kenny-aires,,Light Heavyweight,,,,,,
355,,Jose Airton,4320897/jose-airton,Brazil,,,,,,,
356,,Abdelali Ait Yachou,4394145/abdelali-ait-yachou,Morocco,,,,,,,
357,,Umutkan Aitieva,4816282/umutkan-aitieva,Kyrgyzstan,,,,,,115.0,62.0
358,,Evan Aitkens,2510995/evan-aitkens,,,,,,,,
359,,Mykola Aivazian,4573989/mykola-aivazian,,,,1989-07-10,,,,
360,,Garik Aivazyan,4291181/garik-aivazyan,,,,,,,,
361,,Edna Oliveira Ajala,4282924/edna-oliveira-ajala,,,,1990-08-15,,,125.0,64.0
362,,Caiubi Ajala da Silva,3897238/caiubi-ajala-da-silva,Brazil,,,1990-07-06,,,,
363,,Marcus Ajian,2555664/marcus-ajian,,Welterweight,,,,,,
364,,Ashiek Ajim,4795255/ashiek-ajim,USA,,,,,,,
365,,Adrian Ajoleza,4346477/adrian-ajoleza,,,,,,,,
366,,Timur Akaba,4715279/timur-akaba,Russia,,,,,,,
367,,Toshimichi Akagi,2950991/toshimichi-akagi,,,,,,,,
368,,Yasuhiro Akagi,2950986/yasuhiro-akagi,,Flyweight,,,,,,
369,Southpaw,Hitomi Akano,2354565/hitomi-akano,Japan,Women's Bantamweight,,1974-07-27,Girlfight Monster,,,
370,,Seiji Akao,3069533/seiji-akao,Japan,,,1984-10-27,,,135.0,64.0
371,,Katsuhisa Akasaki,2976923/katsuhisa-akasaki,,Flyweight,,,,,,
372,,Yukinori Akazawa,4425613/yukinori-akazawa,Japan,,,1992-01-30,,,,
373,,Dustin Akbari,2502480/dustin-akbari,,Lightweight,,,,,,
374,,Gulabi Akbulut,3016969/gulabi-akbulut,,,,,,,,
375,,Timur Akbulut,2590015/timur-akbulut,,Middleweight,,,,,,
376,,Anwar Akchich,4900710/anwar-akchich,England,Heavyweight,,,,,,
377,,Ilbey Akdas,4424026/ilbey-akdas,,,,,,,,
378,,Braydon Akeo,4603219/braydon-akeo,USA,Featherweight,,,,,145.0,70.0
379,,Rowdy Akers,4349231/rowdy-akers,,,,,,,,
380,,Ramazan Akhadullaev,3032957/ramazan-akhadullaev,,,,,,,,
381,,Lamberd Akhiadov,4418507/lamberd-akhiadov,,,,,,,,
382,,Kamardin Akhmadbekov,4415064/kamardin-akhmadbekov,,,,,,,,
383,,Rustam Akhmarov,4300705/rustam-akhmarov,,,,,,,,
384,,Said Akhmed,2966185/said-akhmed,,,,,,,,
385,,Aigun Akhmedov,3087911/aigun-akhmedov,Russia,,,1988-03-18,,,,
386,,Ali Akhmedov,3094526/ali-akhmedov,,,,,,,,
387,Orthodox,Omari Akhmedov,3070416/omari-akhmedov,Russia,Middleweight,American Top Team,1987-10-12,Wolverine,71.0,204.0,72.0
388,,Ravshan Akhmedov,4713476/ravshan-akhmedov,Russia,,,,,,,
389,,Shamil Akhmedov,4359698/shamil-akhmedov,,,,,,,,
390,,Sirazhutdin Akhmedrabadanov,4903369/sirazhutdin-akhmedrabadanov,Russia,Flyweight,,,,,,
391,,Anatoly Akhmetov,4237414/anatoly-akhmetov,Russia,,,,,,,
392,,Kairat Akhmetov,3952409/kairat-akhmetov,Kazakhstan,Flyweight,,1987-10-12,,,125.0,65.0
393,,Maskhat Akhmetov,2971117/maskhat-akhmetov,,Light Heavyweight,,,,,,
394,,Samir Akhmetov,4341612/samir-akhmetov,Russia,,,,,,,
395,,Martin Akhtar,3146507/martin-akhtar,,,,,,,,
396,,Iyori Akiba,4215180/iyori-akiba,,,,,,,,
397,,Dib Akil,3960730/dib-akil,,,,,,,,
398,,Jin Akimoto,2557800/jin-akimoto,,,,,,,,
399,,Dulustaan Akimov,4205097/dulustaan-akimov,,,,,,,,
400,,Jacob Akin,3077622/jacob-akin,,,,1985-06-02,,,,
401,,Igor Akinin,3087501/igor-akinin,,,,,,,,
402,,Sergei Akinin,3024542/sergei-akinin,,,,,,,,
403,,Daniel Akinyemi,3026169/daniel-akinyemi,,Middleweight,,,,,,
404,,Yusuke Akiyama,3164099/yusuke-akiyama,Japan,,,,,,,
405,,David Akopiyan,3728409/david-akopiyan,,Featherweight,,,,,,
406,,Aren Akopyan,4696858/aren-akopyan,Russia,Flyweight,,1993-09-18,,,125.0,66.0
407,,Czifferszky Akos,4056341/czifferszky-akos,,,,,,,,
408,,Pharelle Akouan,4070300/pharelle-akouan,,,,,,,,
409,,Johannes Akoundou Epelet Evy,4297648/johannes-akoundou-epelet-evy,Congo,,,,,,,
410,,Manny Akpan,4895358/manny-akpan,England,Featherweight,SBG Manchester,,,,,
411,,Walid Akrouh,4295925/walid-akrouh,Morocco,,,,,,,
412,,Fatih Aktas,4217388/fatih-aktas,,,,,,,,
413,,Roberto Akuma,4686651/roberto-akuma,Dominican Republic,,,,,,,
414,,Tolegen Akylbekov,4023487/tolegen-akylbekov,Kazakhstan,,,1982-05-19,,,,
415,,Jalal Al Daja,4611300/jalal-al-daja,,,,,,,,
416,,Izzeddine Al Derbani,4415105/izzeddine-al-derbani,Jordan,,,,,,,
417,Southpaw,Abdullah Al Hafith,2617604/abdullah-al-hafith,,,Freelance,1992-12-25,,70.0,,
418,,Mohd Al Hafiz,4688591/mohd-al-hafiz,Malaysia,Featherweight,,,Hard Rock,,,
419,,Samir al Mansouri,4043052/samir-al-mansouri,,,,,,,,
420,,Hadi Al-awadh,4581336/hadi-al-awadh,USA,,,,,,,
421,,Brett Al-azzawi,2488873/brett-al-azzawi,,Welterweight,,,,,,
422,,Yousef Al-Ghoul,3948566/yousef-al-ghoul,,,,,,,,
423,,Akeela Al-Hameed,4292348/akeela-al-hameed,USA,Women's Featherweight,,,,,,
424,,Nadeem Al-Hassan,3029191/nadeem-al-hassan,,Featherweight,,,,,,
425,Orthodox,Razak Al-Hassan,2335528/razak-al-hassan,Ghana,Light Heavyweight,,1983-04-14,Razor,,,
426,,Maajid Al-Kush,3087380/maajid-al-kush,,,,,,,,
427,,Hassan Al-Memar,4260774/hassan-al-memar,,,,,,,,
428,,Ahmed Al-Rubaye,4802017/ahmed-al-rubaye,Iraq,,,1989-12-06,,,275.0,74.0
429,,Abdul-Kareem Al-Selwady,4695485/abdul-kareem-al-selwady,Jordan,Featherweight,,1995-04-10,,,145.0,67.0
430,,Jarrah Al-Silawi,4295923/jarrah-al-silawi,Jordan,Welterweight,The Source MMA,1992-06-25,The Jordanian Lion,,170.0,71.0
431,,Jarrah Al-Silawi,4889617/jarrah-al-silawi,Jordan,Welterweight,The Source MMA,,The Jordanian Lion,,,
432,Orthodox,Mostapha Al-Turk,2335657/mostapha-al-turk,England,Heavyweight,,1973-07-14,,77.5,,
433,,Laith Al-Wan,4907962/laith-al-wan,England,,,,,,,
434,,Dghasur Alaberganov,4422105/dghasur-alaberganov,,,,1989-06-26,,,,
435,Orthodox,Herdem Alacabek,4379326/herdem-alacabek,Sweden,Light Heavyweight,,1991-06-07,,75.0,205.0,74.0
436,,Samsi Alakrapov,4690509/samsi-alakrapov,Georgia,,,,,,,
437,,Tasawar Alamgir,4629064/tasawar-alamgir,,,,,,,,
438,,Gabriel Alamilla,3953387/gabriel-alamilla,,,,,,,,
439,,Agustin Alamillo,4884872/agustin-alamillo,USA,Bantamweight,,1989-04-13,,,,
440,,Renato Alan,4293184/renato-alan,Brazil,,,,,,,
441,,Javi Alanis,2951127/javi-alanis,,Lightweight - DREAM (70kg),,,,,,
442,,Charlie Alaniz,3722421/charlie-alaniz,,,,1985-10-16,,,125.0,64.0
443,,Xavier Alaoui,4629133/xavier-alaoui,,,,,,,,
444,,Maicon Alarcao,2502448/maicon-alarcao,,Lightweight,,,,,,
445,,Richard Alarcon,4031261/richard-alarcon,USA,Flyweight,,,Red,,,
446,,Musail Alaudinov,3074872/musail-alaudinov,,,,1978-01-14,,,,
447,,Rasul Alautdinov,4686715/rasul-alautdinov,Germany,Light Heavyweight,,,,,,
448,,Maurilio Alava,4093233/maurilio-alava,Ecuador,,,,,,,
449,,Chris Albandia,2554591/chris-albandia,,Middleweight,,,,,,
450,,Kathleen Albany,3031586/kathleen-albany,,,,,,,,
451,,Rasul Albaskhanov,4281855/rasul-albaskhanov,Russia,Flyweight,,,,,125.0,65.0
452,,Mairbek Albastov,4294848/mairbek-albastov,Russia,,,,,,,
453,Orthodox,Amir Albazi,4684848/amir-albazi,Iraq,Bantamweight,London Shootfighters,1993-10-27,The Prince,68.0,125.0,65.0
454,,Brett Albee,2557280/brett-albee,,Heavyweight,,,,,,
455,,Cesar Alberto,3949565/cesar-alberto,,,,,,,,
456,,Carlos Alberto Jr.,3961770/carlos-alberto-jr,,,,,,,,
457,,Aleena Albertson,2554708/aleena-albertson,,Bantamweight,,,,,,
458,,Brian Albin,2556643/brian-albin,,,,,,,,
459,Orthodox,Junior Albini,4001827/junior-albini,Brazil,Heavyweight,American Top Team,1991-03-15,Baby,74.0,265.0,75.0
460,,Jake Albinio,4043048/jake-albinio,USA,,,1981-03-19,,,,
461,,Katharina Albinus,3023860/katharina-albinus,,,,,,,,
462,,Bruno Alboitt,4231536/bruno-alboitt,,,,,,,,
463,,Bill Albrecht,2558413/bill-albrecht,,,,,,,,
464,,Shawn Albrecht,3022150/shawn-albrecht,,,,,,,,
465,,Karl Albrektsson,4078664/karl-albrektsson,Sweden,Light Heavyweight,Pancrase Gym Sweden,1993-09-27,King,75.5,204.0,74.0
466,,Adam Albright,4279619/adam-albright,USA,,,,,,,
467,Orthodox,Wes Albritton,2488532/wes-albritton,,Lightweight,,,,,,
468,Orthodox,Alexandra Albu,3074493/alexandra-albu,Russia,Women's Strawweight,MMA-KEGI,1990-07-14,Stitch,63.0,115.0,62.0
469,,Camila Albuquerque,3332151/camila-albuquerque,,,,,,,,
470,,Elaine Albuquerque,3081044/elaine-albuquerque,Brazil,Women's Bantamweight,,1985-09-09,Pantera,,,
471,Orthodox,Israel Albuquerque,2479911/israel-albuquerque,,Lightweight - DREAM (70kg),,,,,,
472,,Kelles Albuquerque,3061046/kelles-albuquerque,,,,,,,,
473,,Kelles Albuquerque,4069012/kelles-albuquerque,,,,,,,,
474,,Paulo Albuquerque,2558370/paulo-albuquerque,,Middleweight,,,,,,
475,,Pedro Albuquerque,3104725/pedro-albuquerque,,,,,,,,
476,,Juan Alcain,2951128/juan-alcain,,Lightweight - DREAM (70kg),,,,,,
477,,Frank Alcala,2989363/frank-alcala,,,,1969-08-28,,,,
478,,Jorge Alcala,4899325/jorge-alcala,USA,Featherweight,Yakima MMA,,,,,
479,,Roman Alcantar,4292602/roman-alcantar,Mexico,Welterweight,,,,,170.0,74.0
480,,Alexandre Alcantara,2565489/alexandre-alcantara,,,,,,,,
481,,Caio Alcantara,4710388/caio-alcantara,Brazil,Bantamweight,,,,,,
482,,Erika Alcantara,4568480/erika-alcantara,Brazil,,,1995-04-28,,,135.0,62.0
483,Orthodox,Ildemar Alcantara,2557025/ildemar-alcantara,Brazil,Middleweight,Marajo Brothers Team,1982-11-18,Marajo,78.0,185.0,74.0
484,Southpaw,Iuri Alcantara,2532872/iuri-alcantara,Brazil,Bantamweight,Marajo Brothers Team,1980-08-04,Marajo,71.0,135.0,69.0
485,,Alfonso Alcarez,2500448/alfonso-alcarez,,Lightweight,,,,,,
486,,Rick Alchin,4231943/rick-alchin,,,,,,,,
487,,Lashawn Alcocks,4013664/lashawn-alcocks,,,,,,,,
488,,Doug Alcorn,2501544/doug-alcorn,,Lightweight,,,,,,
489,Orthodox,Gilbert Aldana,2335877/gilbert-aldana,USA,Heavyweight,,1977-08-28,El Peligro,,,
490,Orthodox,Hector Aldana,4336315/hector-aldana,Mexico,Welterweight,Torture Athletics,1988-08-17,El Charro,72.5,170.0,71.0
491,Orthodox,Irene Aldana,3136286/irene-aldana,Mexico,Women's Bantamweight,Lobo Gym MMA,1988-03-26,,68.5,135.0,69.0
492,,Gary Aldar,2501948/gary-aldar,,Lightweight,,,,,,
493,Orthodox,Jose Alday,3962309/jose-alday,Mexico,Bantamweight,,1991-09-14,Pochito,68.0,135.0,67.0
494,,Carlos Aldenis,2565487/carlos-aldenis,,,,,,,,
495,,Jose Alderete,3128088/jose-alderete,,,,,,,,
496,,Magomed Aldiev,4390618/magomed-aldiev,,,,,,,,
497,Orthodox,Jose Aldo,2447641/jose-aldo,Brazil,Bantamweight,Nova Uniao ,1986-09-09,Junior,70.0,136.0,67.0
498,Southpaw,JJ Aldrich,3136289/jj-aldrich,USA,Women's Flyweight,Elevation Fight Team,1992-09-29,,67.5,125.0,65.0
499,,Mark Aldridge,3077329/mark-aldridge,,,,,,,,
500,,Erik Alegria,3074993/erik-alegria,,,,,,,,
501,,Kenji Alejandro,4082022/kenji-alejandro,,,,,,,,
502,,Sameer Alekozai,4709165/sameer-alekozai,Belgium,Featherweight,Perfect Team,,The Afghan Warrior,,,
503,,Nikolai Aleksakhin,3156611/nikolai-aleksakhin,Russia,Welterweight,Alexander Nevsky Club,1991-01-29,,74.0,170.0,69.0
504,,Nikolay Aleksakhin,4913008/nikolay-aleksakhin,Russia,,,1991-01-29,,,,
505,,Irina Alekseeva,4711407/irina-alekseeva,Russia,Women's Bantamweight,,1990-06-27,Russian Ronda,,130.0,68.0
506,,Tadas Aleksonis,3038781/tadas-aleksonis,,,,,,,,
507,,Ramon Aleman,3153260/ramon-aleman,,,,,,,,
508,,Luiz Alemao,4388897/luiz-alemao,Brazil,,,,,,,
509,,Altair Alencar,3672714/altair-alencar,,,,,,,,
510,,Arthur Alencar,4870509/arthur-alencar,Brazil,,,,,,,
511,,Caio Alencar,4062096/caio-alencar,Brazil,Heavyweight,,1978-12-02,Caiao,,265.0,76.0
512,,Felipe Alencar,4899319/felipe-alencar,Brazil,,,,,,,
513,,Katrine Alendal,2976053/katrine-alendal,,,,,,,,
514,,Eric Alequin,4877912/eric-alequin,USA,,,,,,,
515,,Michael Alerini,3147138/michael-alerini,,,,,,,,
516,Orthodox,Jim Alers,3028070/jim-alers,USA,Featherweight,Alliance Jiu-Jitsu,1986-10-14,The Beast,71.0,,
517,Orthodox,John Alessio,2354054/john-alessio,Canada,Lightweight,Xtreme Couture,1979-07-05,The Natural,72.5,,
518,,Cory Alexander,2967266/cory-alexander,USA,,,1989-04-25,,,,
519,,Danny Alexander,2500179/danny-alexander,,Bantamweight,,,,,,
520,,David Alexander,4240361/david-alexander,,,,,,,,
521,Orthodox,Houston Alexander,2335529/houston-alexander,USA,,Grudge Training Center,1972-03-22,The Assassin,72.0,,
522,,Jay Alexander,2504824/jay-alexander,,Welterweight,,,,,,
523,,Jimmy Alexander,4808792/jimmy-alexander,USA,,,1979-11-24,,,,
524,,Joe Alexander,4328226/joe-alexander,USA,,,,,,,
525,,John Alexander,2501591/john-alexander,,Lightweight,,,,,,
526,,Jon Alexander,2558465/jon-alexander,,Heavyweight,,,,,,
527,Orthodox,Kenneth Alexander,2486966/kenneth-alexander,,Lightweight,,,The Machine,,,
528,,Norm Alexander,2354340/norm-alexander,,Lightweight,,,,,,
529,,Norman Alexander,3332209/norman-alexander,,,,,,,,
530,,Robert Alexander,3087465/robert-alexander,,,,,,,,
531,,Robert Alexander,4616070/robert-alexander,,,,,,,,
532,,Steve Alexander,3026140/steve-alexander,,Middleweight,,,,,,
533,,Benjamin Alexandercu,4236270/benjamin-alexandercu,Romania,,,,,,,
534,,Carlos Alexandre,4401383/carlos-alexandre,Brazil,,,1993-02-06,,,135.0,66.0
535,,Carlos Alexandre,4426018/carlos-alexandre,Brazil,,,,,,,
536,,Cosmo Alexandre,3895521/cosmo-alexandre,Brazil,Welterweight,,1982-04-24,,,155.0,74.0
537,,Jose Alexandre,3092532/jose-alexandre,Brazil,Bantamweight,,1988-05-29,Ze Reborn,,,
538,,Magno Alexandre,4282882/magno-alexandre,Brazil,,,,,,,
539,,Carlos Alexandre da Costa,4293181/carlos-alexandre-da-costa,Brazil,,,1989-11-10,,,155.0,69.0
540,Southpaw,Marcio Alexandre Jr.,3108776/marcio-alexandre-jr,Brazil,Welterweight,,1989-05-03,Lyoto,75.0,185.0,73.0
541,,Denis Alexandrov,4332565/denis-alexandrov,,,,,,,,
542,,Nikolai Alexiev,3120914/nikolai-alexiev,,,,1986-04-24,,,,
543,,Cassian Alexy,3091473/cassian-alexy,,,,,,,,
544,,Mishal Alfad,4683547/mishal-alfad,Indonesia,,,,,,,
545,,Lucas Alfalfa,4871195/lucas-alfalfa,Brazil,Flyweight,,,,,,
546,,Taylor Alfaro,4241038/taylor-alfaro,USA,,,,,,135.0,64.0
547,,Marcelo Alfaya,2500626/marcelo-alfaya,USA,Welterweight,American Top Team,1978-12-19,Grilo,,,
548,Orthodox,Olaf Alfonso,2553292/olaf-alfonso,,Welterweight,,,,,,
549,,Pablo Alfonso,2517124/pablo-alfonso,USA,Bantamweight,,1982-05-09,The Hurricane,,,
550,,Jon Alford,4030347/jon-alford,,,,,,,,
551,,Levi Alford,2951129/levi-alford,,,,,,,,
552,,Michael Alford,3028732/michael-alford,,,,,,,,
553,,Nasef Alganga,3100921/nasef-alganga,,,,,,,,
554,Switch,Bill Algeo,4076472/bill-algeo,USA,Featherweight,Algeo MMA and Kickboxing,1989-06-09,Senor Perfecto,73.0,146.0,72.0
555,Orthodox,Royce Alger,2558117/royce-alger,,Middleweight,Kiboju ,,,,,
556,,Ramzan Algeriev,3027483/ramzan-algeriev,,,,,,,,
557,,David Alguacil,3146921/david-alguacil,,,,,,,,
558,,Aniss Alhajjajy,3090454/aniss-alhajjajy,,,,,,,,
559,,Magomed Alhasov,4253142/magomed-alhasov,Russia,,,,,,,
560,,Adeq Ali,4696874/adeq-ali,Malaysia,Welterweight,,,,,,
561,,Mohamed Ali,3153132/mohamed-ali,Egypt,Middleweight,,1982-01-01,,,,
562,,Noah Ali,3153370/noah-ali,Canada,Featherweight,Champion's Creed MMA,1985-04-01,The Chosen Defender,,,
563,,Tarkan Ali Erokcu,4332566/tarkan-ali-erokcu,,,,,,,,
564,,Heena Ali Shaikh,4422334/heena-ali-shaikh,,,,,,,,
565,,Amir Aliakbari,4076779/amir-aliakbari,Iran,,AKA Thailand,1984-06-10,,,250.0,75.0
566,,Marat Aliaskhabov,4422089/marat-aliaskhabov,Russia,,,1990-01-05,,,,
567,,Magomedsaygid Alibekov,4294870/magomedsaygid-alibekov,Russia,Lightweight,,,,,155.0,70.0
568,,Mark Aliberti,2594071/mark-aliberti,,,,,,,,
569,,Artur Alibulatov,4359697/artur-alibulatov,Russia,Light Heavyweight,,,,,185.0,73.0
570,,Adi Alic,3943688/adi-alic,USA,Featherweight,,1989-06-25,,,145.0,68.0
571,,Adnan Alic,4038123/adnan-alic,Serbia,,,1984-04-10,,,275.0,73.0
572,,Chris Aliendi,4286949/chris-aliendi,,,,,,,,
573,,Abdula Aliev,4895695/abdula-aliev,,,,,,,,
574,,Abdulla Aliev,4405601/abdulla-aliev,Russia,Flyweight,,1996-09-08,Dagger,,125.0,66.0
575,,Abdurakhman Aliev,4913015/abdurakhman-aliev,Russia,,,,,,,
576,,Adam Aliev,4396798/adam-aliev,,,,,,,,
577,,Adil Aliev,4712346/adil-aliev,Russia,,,,,,,
578,,Akhal Aliev,4300703/akhal-aliev,,,,,,,,
579,,Akhmed Aliev,4247604/akhmed-aliev,Russia,Lightweight,Eagles MMA,1990-01-05,Butcher,72.0,155.0,68.0
580,,Akhmet Aliev,3077984/akhmet-aliev,,,,,,,,
581,,Artur Aliev,4293538/artur-aliev,Russia,,,1992-03-07,,,,
582,,Bekzat Aliev,4323889/bekzat-aliev,,,,,,,,
583,,Fuad Aliev,4281418/fuad-aliev,,,,,,,,
584,,Gadzhimurad Aliev,4296565/gadzhimurad-aliev,Russia,Flyweight,Gorets,,,,125.0,66.0
585,,Ismail Aliev,3995902/ismail-aliev,,,,,,,,
586,,Jeihun Aliev,3024535/jeihun-aliev,,,,,,,,
587,,Rashid Aliev,3156662/rashid-aliev,Russia,,,,,,,
588,,Rustam Aliev,4883814/rustam-aliev,Russia,,,,,,,
589,Orthodox,Sultan Aliev,3021961/sultan-aliev,Russia,Welterweight,American Top Team,1984-09-17,,74.5,170.0,71.0
590,,Talekh Aliev,4293429/talekh-aliev,Russia,,,,,,,
591,,Agasif Alikberov,4253143/agasif-alikberov,,,,,,,,
592,,Abdulsupyan Alikhanov,3173099/abdulsupyan-alikhanov,,Middleweight,,,,,185.0,71.0
593,,Adam Alikhanov,3024610/adam-alikhanov,,,,,,,,
594,,Ante Alilovic,4275026/ante-alilovic,,,,,,,,
595,,Sabar Alim,3164822/sabar-alim,,,,,,,,
596,,Alice Alimova,4713425/alice-alimova,Ukraine,,,,,,,
597,,Andrew Alirez,3122044/andrew-alirez,,,,,,,,
598,,Amir Aliskerov,3103200/amir-aliskerov,,,,1987-09-08,,,,
599,,Artur Aliskerov,4894842/artur-aliskerov,,,,,,,,
600,,Ikram Aliskerov,4684776/ikram-aliskerov,Russia,Middleweight,,1992-12-07,,,185.0,72.0
601,,Gadzhi Alisultanov,4794540/gadzhi-alisultanov,Russia,,,,,,,
602,,Leon Aliu,4584163/leon-aliu,Italy,,,1989-07-14,,,185.0,72.0
603,,Amran Aliyev,3164032/amran-aliyev,,,,,,,,
604,,Huseyn Aliyev,4422113/huseyn-aliyev,,,,1990-07-21,,,,
605,,Nahid Alizade,4873776/nahid-alizade,Russia,,,,,,,
606,,Anvar Alizhanov,4024184/anvar-alizhanov,Russia,,,1989-02-04,,,,
607,,Velimurad Alkhasov,4292756/velimurad-alkhasov,Russia,,,,,,,
608,,Muhieddin Alkhatib,4375624/muhieddin-alkhatib,,,,1993-11-14,,,,
609,,Magomed Alkuliev,4423281/magomed-alkuliev,Russia,,,,,,,
610,,Glenn Allaire,4339143/glenn-allaire,,,,,,,,
611,,David Allan,4873689/david-allan,Brazil,,,1992-06-07,,,155.0,68.0
612,,Jimmy Allan,4898559/jimmy-allan,Brazil,,,,,,,
613,Orthodox,John Allan,4372193/john-allan,Brazil,Light Heavyweight,Chute Boxe,1993-02-22,,75.0,205.0,73.0
614,,Jason Allar,2558020/jason-allar,,Middleweight,,,,,,
615,,Ray Allard,4375211/ray-allard,,,,,,,,
616,,Musail Allaudinov,3050587/musail-allaudinov,,,,,,,,
617,,Todd Allee,2618007/todd-allee,,Heavyweight,,,,,,
618,,Roberto Allegretti,4379259/roberto-allegretti,Italy,Welterweight,,1979-09-23,Minotauro,,185.0,69.0
619,Southpaw,Arnold Allen,3902098/arnold-allen,England,Featherweight,BKK Fighters,1994-01-22,Almighty,70.0,145.0,68.0
620,,Boyd Allen,4237296/boyd-allen,USA,,,,,,,
621,Orthodox,Brendan Allen,4025699/brendan-allen,USA,Middleweight,Sanford MMA,1995-12-28,All In,75.0,185.0,74.0
622,,Christian Allen,2558048/christian-allen,,,,,,,,
623,,Craig Allen,3016691/craig-allen,,,,,,,,
624,,Destin Allen,4353886/destin-allen,USA,,,,,,,
625,Open Stance,George Allen,2498647/george-allen,,,,,A-Dog,,,
626,,George Allen,3089349/george-allen,,,,,,,,
627,,Kelly Allen,3026367/kelly-allen,,,,,,,,
628,,Kenneth Allen,2500633/kenneth-allen,,,,,,,,
629,,Kenny Allen,3900206/kenny-allen,,,,,,,,
630,,Keto Allen,2504978/keto-allen,,,,,,,,
631,,Marc Allen,3138169/marc-allen,,,,,,,,
632,,Marciea Allen,3041846/marciea-allen,USA,Women's Bantamweight,,1981-11-19,,,135.0,67.0
633,,Marquis Allen,4426302/marquis-allen,USA,,,,,,,
634,,Rico Allen,4834232/rico-allen,England,,,,,,,
635,,Ryan Allen,4903319/ryan-allen,Canada,Light Heavyweight,,,,,,
636,,Robert Allensworth,4349235/robert-allensworth,,,,,,,,
637,,Nick Alley,4388656/nick-alley,USA,,,1990-12-10,,,175.0,72.0
638,,Brett Allgood,3730684/brett-allgood,,,,,,,,
639,,Rodney Allison,3166120/rodney-allison,USA,Featherweight,,1990-07-23,,,145.0,73.0
640,,Troy Allison,3089344/troy-allison,,,,,,,,
641,,Warren Allison,3166132/warren-allison,South Africa,,,,,,,
642,,Roy Allison Jr.,3155083/roy-allison-jr,England,,,,,,,
643,,Ali Allouane,2967038/ali-allouane,,,,,,,,
644,Orthodox,Ben Alloway,3009715/ben-alloway,Australia,Welterweight,Fiore MMA,1981-02-19,Benny Blanco,75.0,,
645,,David Allred,3022187/david-allred,USA,,,,,,,
646,,Edwin Allseitz,2502032/edwin-allseitz,,Welterweight,,,,,,
647,,Tom Allstot,4031352/tom-allstot,,,,,,,,
648,,Assu Almabaev,4294926/assu-almabaev,Kazakhstan,,,,,,,
649,,Jesse Almaraz,4425884/jesse-almaraz,USA,,,1984-11-16,,,,
650,,Dan Almario,4236247/dan-almario,USA,,,,,,,
651,,Jared Almazan,4913036/jared-almazan,Philippines,Flyweight,,1996-07-01,,,125.0,65.0
652,,Lazaro Almea,4591011/lazaro-almea,Cuba,,,1983-06-08,,,,
653,,Alexandre Almeida,3163431/alexandre-almeida,Brazil,Featherweight,Xtreme Couture,1988-08-21,Capitao,,145.0,68.0
654,,Carlos Sousa Almeida,3093508/carlos-sousa-almeida,,Flyweight,,,,,,
655,,Christopher Almeida,3031748/christopher-almeida,,,,,,,,
656,,Dan Almeida,4023008/dan-almeida,,,,,,,,
657,,Daniel Almeida,3003514/daniel-almeida,Brazil,Light Heavyweight,,,Jacare,,205.0,68.0
658,,Darlan Almeida,3900484/darlan-almeida,,,,,,,,
659,,Diogo Almeida,2354115/diogo-almeida,,,,,,,,
660,,Elielson Almeida,2565291/elielson-almeida,,,,,,,,
661,Orthodox,Ericka Almeida,3895652/ericka-almeida,Brazil,Women's Strawweight,Academy Octavio Almeida,1989-03-05,,68.5,,
662,Orthodox,Estefani Almeida,4039957/estefani-almeida,Brazil,Women's Flyweight,,1988-10-17,,,125.0,64.0
663,,Fernando Almeida,2563805/fernando-almeida,,,,,,,,
664,,Giovanni Almeida,3054274/giovanni-almeida,,,,,,,,
665,,Igor Almeida,2528581/igor-almeida,,Welterweight,,,,,,
666,,Isac Almeida,3088829/isac-almeida,,,,,,,,
667,Orthodox,Jailton Almeida,4873640/jailton-almeida,Brazil,Light Heavyweight,LG System,1991-06-26,Malhadinho,79.0,205.0,75.0
668,,Jessica Almeida,4227059/jessica-almeida,,,,,,,,
669,,Joao Isidoro Almeida,4078661/joao-isidoro-almeida,,,,,,,,
670,Orthodox,Lucas Almeida,4863328/lucas-almeida,Brazil,Lightweight,,1991-01-13,,71.0,155.0,71.0
671,,Magno Almeida,2560055/magno-almeida,,Lightweight,,,,,,
672,,Marcelo Almeida,3895687/marcelo-almeida,,,,,,,,
