Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
,Garik Aivazyan,4291181/garik-aivazyan,,,,,,,,
,Edna Oliveira Ajala,4282924/edna-oliveira-ajala,,,,1990-08-15,,,125.0,64.0
,Caiubi Ajala da Silva,3897238/caiubi-ajala-da-silva,Brazil,,,1990-07-06,,,,
,Marcus Ajian,2555664/marcus-ajian,,Welterweight,,,,,,
,Ashiek Ajim,4795255/ashiek-ajim,USA,,,,,,,
,Adrian Ajoleza,4346477/adrian-ajoleza,,,,,,,,
,Timur Akaba,4715279/timur-akaba,Russia,,,,,,,
,Toshimichi Akagi,2950991/toshimichi-akagi,,,,,,,,
,Yasuhiro Akagi,2950986/yasuhiro-akagi,,Flyweight,,,,,,
Southpaw,Hitomi Akano,2354565/hitomi-akano,Japan,Women's Bantamweight,,1974-07-27,Girlfight Monster,,,
,Seiji Akao,3069533/seiji-akao,Japan,,,1984-10-27,,,135.0,64.0
,Katsuhisa Akasaki,2976923/katsuhisa-akasaki,,Flyweight,,,,,,
,Yukinori Akazawa,4425613/yukinori-akazawa,Japan,,,1992-01-30,,,,
,Dustin Akbari,2502480/dustin-akbari,,Lightweight,,,,,,
,Gulabi Akbulut,3016969/gulabi-akbulut,,,,,,,,
,Timur Akbulut,2590015/timur-akbulut,,Middleweight,,,,,,
,Anwar Akchich,4900710/anwar-akchich,England,Heavyweight,,,,,,
,Ilbey Akdas,4424026/ilbey-akdas,,,,,,,,
,Braydon Akeo,4603219/braydon-akeo,USA,Featherweight,,,,,145.0,70.0
,Rowdy Akers,4349231/rowdy-akers,,,,,,,,
,Ramazan Akhadullaev,3032957/ramazan-akhadullaev,,,,,,,,
,Lamberd Akhiadov,4418507/lamberd-akhiadov,,,,,,,,
,Kamardin Akhmadbekov,4415064/kamardin-akhmadbekov,,,,,,,,
,Rustam Akhmarov,4300705/rustam-akhmarov,,,,,,,,
,Said Akhmed,2966185/said-akhmed,,,,,,,,
,Aigun Akhmedov,3087911/aigun-akhmedov,Russia,,,1988-03-18,,,,
,Ali Akhmedov,3094526/ali-akhmedov,,,,,,,,
Orthodox,Omari Akhmedov,3070416/omari-akhmedov,Russia,Middleweight,American Top Team,1987-10-12,Wolverine,71.0,204.0,72.0
,Ravshan Akhmedov,4713476/ravshan-akhmedov,Russia,,,,,,,
,Shamil Akhmedov,4359698/shamil-akhmedov,,,,,,,,
,Sirazhutdin Akhmedrabadanov,4903369/sirazhutdin-akhmedrabadanov,Russia,Flyweight,,,,,,
,Anatoly Akhmetov,4237414/anatoly-akhmetov,Russia,,,,,,,
,Kairat Akhmetov,3952409/kairat-akhmetov,Kazakhstan,Flyweight,,1987-10-12,,,125.0,65.0
,Maskhat Akhmetov,2971117/maskhat-akhmetov,,Light Heavyweight,,,,,,
,Samir Akhmetov,4341612/samir-akhmetov,Russia,,,,,,,
,Martin Akhtar,3146507/martin-akhtar,,,,,,,,
,Iyori Akiba,4215180/iyori-akiba,,,,,,,,
,Dib Akil,3960730/dib-akil,,,,,,,,
,Jin Akimoto,2557800/jin-akimoto,,,,,,,,
,Dulustaan Akimov,4205097/dulustaan-akimov,,,,,,,,
,Jacob Akin,3077622/jacob-akin,,,,1985-06-02,,,,
,Igor Akinin,3087501/igor-akinin,,,,,,,,
,Sergei Akinin,3024542/sergei-akinin,,,,,,,,
,Daniel Akinyemi,3026169/daniel-akinyemi,,Middleweight,,,,,,
,Yusuke Akiyama,3164099/yusuke-akiyama,Japan,,,,,,,
,David Akopiyan,3728409/david-akopiyan,,Featherweight,,,,,,
,Aren Akopyan,4696858/aren-akopyan,Russia,Flyweight,,1993-09-18,,,125.0,66.0
,Czifferszky Akos,4056341/czifferszky-akos,,,,,,,,
,Pharelle Akouan,4070300/pharelle-akouan,,,,,,,,
,Johannes Akoundou Epelet Evy,4297648/johannes-akoundou-epelet-evy,Congo,,,,,,,
,Manny Akpan,4895358/manny-akpan,England,Featherweight,SBG Manchester,,,,,
,Walid Akrouh,4295925/walid-akrouh,Morocco,,,,,,,
,Fatih Aktas,4217388/fatih-aktas,,,,,,,,
,Roberto Akuma,4686651/roberto-akuma,Dominican Republic,,,,,,,
,Tolegen Akylbekov,4023487/tolegen-akylbekov,Kazakhstan,,,1982-05-19,,,,
,Jalal Al Daja,4611300/jalal-al-daja,,,,,,,,
,Izzeddine Al Derbani,4415105/izzeddine-al-derbani,Jordan,,,,,,,
Southpaw,Abdullah Al Hafith,2617604/abdullah-al-hafith,,,Freelance,1992-12-25,,70.0,,
,Mohd Al Hafiz,4688591/mohd-al-hafiz,Malaysia,Featherweight,,,Hard Rock,,,
,Samir al Mansouri,4043052/samir-al-mansouri,,,,,,,,
,Hadi Al-awadh,4581336/hadi-al-awadh,USA,,,,,,,
,Brett Al-azzawi,2488873/brett-al-azzawi,,Welterweight,,,,,,
,Yousef Al-Ghoul,3948566/yousef-al-ghoul,,,,,,,,
,Akeela Al-Hameed,4292348/akeela-al-hameed,USA,Women's Featherweight,,,,,,
,Nadeem Al-Hassan,3029191/nadeem-al-hassan,,Featherweight,,,,,,
Orthodox,Razak Al-Hassan,2335528/razak-al-hassan,Ghana,Light Heavyweight,,1983-04-14,Razor,,,
,Maajid Al-Kush,3087380/maajid-al-kush,,,,,,,,
,Hassan Al-Memar,4260774/hassan-al-memar,,,,,,,,
,Ahmed Al-Rubaye,4802017/ahmed-al-rubaye,Iraq,,,1989-12-06,,,275.0,74.0
,Abdul-Kareem Al-Selwady,4695485/abdul-kareem-al-selwady,Jordan,Featherweight,,1995-04-10,,,145.0,67.0
,Jarrah Al-Silawi,4295923/jarrah-al-silawi,Jordan,Welterweight,The Source MMA,1992-06-25,The Jordanian Lion,,170.0,71.0
,Jarrah Al-Silawi,4889617/jarrah-al-silawi,Jordan,Welterweight,The Source MMA,,The Jordanian Lion,,,
Orthodox,Mostapha Al-Turk,2335657/mostapha-al-turk,England,Heavyweight,,1973-07-14,,77.5,,
,Laith Al-Wan,4907962/laith-al-wan,England,,,,,,,
,Dghasur Alaberganov,4422105/dghasur-alaberganov,,,,1989-06-26,,,,
Orthodox,Herdem Alacabek,4379326/herdem-alacabek,Sweden,Light Heavyweight,,1991-06-07,,75.0,205.0,74.0
,Samsi Alakrapov,4690509/samsi-alakrapov,Georgia,,,,,,,
,Tasawar Alamgir,4629064/tasawar-alamgir,,,,,,,,
,Gabriel Alamilla,3953387/gabriel-alamilla,,,,,,,,
,Agustin Alamillo,4884872/agustin-alamillo,USA,Bantamweight,,1989-04-13,,,,
,Renato Alan,4293184/renato-alan,Brazil,,,,,,,
,Javi Alanis,2951127/javi-alanis,,Lightweight - DREAM (70kg),,,,,,
,Charlie Alaniz,3722421/charlie-alaniz,,,,1985-10-16,,,125.0,64.0
,Xavier Alaoui,4629133/xavier-alaoui,,,,,,,,
,Maicon Alarcao,2502448/maicon-alarcao,,Lightweight,,,,,,
,Richard Alarcon,4031261/richard-alarcon,USA,Flyweight,,,Red,,,
,Musail Alaudinov,3074872/musail-alaudinov,,,,1978-01-14,,,,
,Rasul Alautdinov,4686715/rasul-alautdinov,Germany,Light Heavyweight,,,,,,
,Maurilio Alava,4093233/maurilio-alava,Ecuador,,,,,,,
,Chris Albandia,2554591/chris-albandia,,Middleweight,,,,,,
,Kathleen Albany,3031586/kathleen-albany,,,,,,,,
,Rasul Albaskhanov,4281855/rasul-albaskhanov,Russia,Flyweight,,,,,125.0,65.0
,Mairbek Albastov,4294848/mairbek-albastov,Russia,,,,,,,
Orthodox,Amir Albazi,4684848/amir-albazi,Iraq,Bantamweight,London Shootfighters,1993-10-27,The Prince,68.0,125.0,65.0
,Brett Albee,2557280/brett-albee,,Heavyweight,,,,,,
,Cesar Alberto,3949565/cesar-alberto,,,,,,,,
,Carlos Alberto Jr.,3961770/carlos-alberto-jr,,,,,,,,
,Aleena Albertson,2554708/aleena-albertson,,Bantamweight,,,,,,
,Brian Albin,2556643/brian-albin,,,,,,,,
Orthodox,Junior Albini,4001827/junior-albini,Brazil,Heavyweight,American Top Team,1991-03-15,Baby,74.0,265.0,75.0
,Jake Albinio,4043048/jake-albinio,USA,,,1981-03-19,,,,
,Katharina Albinus,3023860/katharina-albinus,,,,,,,,
,Bruno Alboitt,4231536/bruno-alboitt,,,,,,,,
,Bill Albrecht,2558413/bill-albrecht,,,,,,,,
,Shawn Albrecht,3022150/shawn-albrecht,,,,,,,,
,Karl Albrektsson,4078664/karl-albrektsson,Sweden,Light Heavyweight,Pancrase Gym Sweden,1993-09-27,King,75.5,204.0,74.0
,Adam Albright,4279619/adam-albright,USA,,,,,,,
Orthodox,Wes Albritton,2488532/wes-albritton,,Lightweight,,,,,,
Orthodox,Alexandra Albu,3074493/alexandra-albu,Russia,Women's Strawweight,MMA-KEGI,1990-07-14,Stitch,63.0,115.0,62.0
,Camila Albuquerque,3332151/camila-albuquerque,,,,,,,,
,Elaine Albuquerque,3081044/elaine-albuquerque,Brazil,Women's Bantamweight,,1985-09-09,Pantera,,,
Orthodox,Israel Albuquerque,2479911/israel-albuquerque,,Lightweight - DREAM (70kg),,,,,,
,Kelles Albuquerque,3061046/kelles-albuquerque,,,,,,,,
,Kelles Albuquerque,4069012/kelles-albuquerque,,,,,,,,
,Paulo Albuquerque,2558370/paulo-albuquerque,,Middleweight,,,,,,
,Pedro Albuquerque,3104725/pedro-albuquerque,,,,,,,,
,Juan Alcain,2951128/juan-alcain,,Lightweight - DREAM (70kg),,,,,,
,Frank Alcala,2989363/frank-alcala,,,,1969-08-28,,,,
,Jorge Alcala,4899325/jorge-alcala,USA,Featherweight,Yakima MMA,,,,,
,Roman Alcantar,4292602/roman-alcantar,Mexico,Welterweight,,,,,170.0,74.0
,Alexandre Alcantara,2565489/alexandre-alcantara,,,,,,,,
,Caio Alcantara,4710388/caio-alcantara,Brazil,Bantamweight,,,,,,
,Erika Alcantara,4568480/erika-alcantara,Brazil,,,1995-04-28,,,135.0,62.0
Orthodox,Ildemar Alcantara,2557025/ildemar-alcantara,Brazil,Middleweight,Marajo Brothers Team,1982-11-18,Marajo,78.0,185.0,74.0
Southpaw,Iuri Alcantara,2532872/iuri-alcantara,Brazil,Bantamweight,Marajo Brothers Team,1980-08-04,Marajo,71.0,135.0,69.0
,Alfonso Alcarez,2500448/alfonso-alcarez,,Lightweight,,,,,,
,Rick Alchin,4231943/rick-alchin,,,,,,,,
,Lashawn Alcocks,4013664/lashawn-alcocks,,,,,,,,
,Doug Alcorn,2501544/doug-alcorn,,Lightweight,,,,,,
Orthodox,Gilbert Aldana,2335877/gilbert-aldana,USA,Heavyweight,,1977-08-28,El Peligro,,,
Orthodox,Hector Aldana,4336315/hector-aldana,Mexico,Welterweight,Torture Athletics,1988-08-17,El Charro,72.5,170.0,71.0
Orthodox,Irene Aldana,3136286/irene-aldana,Mexico,Women's Bantamweight,Lobo Gym MMA,1988-03-26,,68.5,135.0,69.0
,Gary Aldar,2501948/gary-aldar,,Lightweight,,,,,,
Orthodox,Jose Alday,3962309/jose-alday,Mexico,Bantamweight,,1991-09-14,Pochito,68.0,135.0,67.0
,Carlos Aldenis,2565487/carlos-aldenis,,,,,,,,
,Jose Alderete,3128088/jose-alderete,,,,,,,,
,Magomed Aldiev,4390618/magomed-aldiev,,,,,,,,
Orthodox,Jose Aldo,2447641/jose-aldo,Brazil,Bantamweight,Nova Uniao ,1986-09-09,Junior,70.0,136.0,67.0
Southpaw,JJ Aldrich,3136289/jj-aldrich,USA,Women's Flyweight,Elevation Fight Team,1992-09-29,,67.5,125.0,65.0
,Mark Aldridge,3077329/mark-aldridge,,,,,,,,
,Erik Alegria,3074993/erik-alegria,,,,,,,,
,Kenji Alejandro,4082022/kenji-alejandro,,,,,,,,
,Sameer Alekozai,4709165/sameer-alekozai,Belgium,Featherweight,Perfect Team,,The Afghan Warrior,,,
,Nikolai Aleksakhin,3156611/nikolai-aleksakhin,Russia,Welterweight,Alexander Nevsky Club,1991-01-29,,74.0,170.0,69.0
,Nikolay Aleksakhin,4913008/nikolay-aleksakhin,Russia,,,1991-01-29,,,,
,Irina Alekseeva,4711407/irina-alekseeva,Russia,Women's Bantamweight,,1990-06-27,Russian Ronda,,130.0,68.0
,Tadas Aleksonis,3038781/tadas-aleksonis,,,,,,,,
,Ramon Aleman,3153260/ramon-aleman,,,,,,,,
,Luiz Alemao,4388897/luiz-alemao,Brazil,,,,,,,
,Altair Alencar,3672714/altair-alencar,,,,,,,,
,Arthur Alencar,4870509/arthur-alencar,Brazil,,,,,,,
,Caio Alencar,4062096/caio-alencar,Brazil,Heavyweight,,1978-12-02,Caiao,,265.0,76.0
,Felipe Alencar,4899319/felipe-alencar,Brazil,,,,,,,
,Katrine Alendal,2976053/katrine-alendal,,,,,,,,
,Eric Alequin,4877912/eric-alequin,USA,,,,,,,
,Michael Alerini,3147138/michael-alerini,,,,,,,,
Orthodox,Jim Alers,3028070/jim-alers,USA,Featherweight,Alliance Jiu-Jitsu,1986-10-14,The Beast,71.0,,
Orthodox,John Alessio,2354054/john-alessio,Canada,Lightweight,Xtreme Couture,1979-07-05,The Natural,72.5,,
,Cory Alexander,2967266/cory-alexander,USA,,,1989-04-25,,,,
,Danny Alexander,2500179/danny-alexander,,Bantamweight,,,,,,
,David Alexander,4240361/david-alexander,,,,,,,,
Orthodox,Houston Alexander,2335529/houston-alexander,USA,,Grudge Training Center,1972-03-22,The Assassin,72.0,,
,Jay Alexander,2504824/jay-alexander,,Welterweight,,,,,,
,Jimmy Alexander,4808792/jimmy-alexander,USA,,,1979-11-24,,,,
,Joe Alexander,4328226/joe-alexander,USA,,,,,,,
,John Alexander,2501591/john-alexander,,Lightweight,,,,,,
,Jon Alexander,2558465/jon-alexander,,Heavyweight,,,,,,
Orthodox,Kenneth Alexander,2486966/kenneth-alexander,,Lightweight,,,The Machine,,,
,Norm Alexander,2354340/norm-alexander,,Lightweight,,,,,,
,Norman Alexander,3332209/norman-alexander,,,,,,,,
,Robert Alexander,3087465/robert-alexander,,,,,,,,
,Robert Alexander,4616070/robert-alexander,,,,,,,,
,Steve Alexander,3026140/steve-alexander,,Middleweight,,,,,,
,Benjamin Alexandercu,4236270/benjamin-alexandercu,Romania,,,,,,,
,Carlos Alexandre,4401383/carlos-alexandre,Brazil,,,1993-02-06,,,135.0,66.0
,Carlos Alexandre,4426018/carlos-alexandre,Brazil,,,,,,,
,Cosmo Alexandre,3895521/cosmo-alexandre,Brazil,Welterweight,,1982-04-24,,,155.0,74.0
,Jose Alexandre,3092532/jose-alexandre,Brazil,Bantamweight,,1988-05-29,Ze Reborn,,,
,Magno Alexandre,4282882/magno-alexandre,Brazil,,,,,,,
,Carlos Alexandre da Costa,4293181/carlos-alexandre-da-costa,Brazil,,,1989-11-10,,,155.0,69.0
Southpaw,Marcio Alexandre Jr.,3108776/marcio-alexandre-jr,Brazil,Welterweight,,1989-05-03,Lyoto,75.0,185.0,73.0
,Denis Alexandrov,4332565/denis-alexandrov,,,,,,,,
,Nikolai Alexiev,3120914/nikolai-alexiev,,,,1986-04-24,,,,
,Cassian Alexy,3091473/cassian-alexy,,,,,,,,
,Mishal Alfad,4683547/mishal-alfad,Indonesia,,,,,,,
,Lucas Alfalfa,4871195/lucas-alfalfa,Brazil,Flyweight,,,,,,
,Taylor Alfaro,4241038/taylor-alfaro,USA,,,,,,135.0,64.0
,Marcelo Alfaya,2500626/marcelo-alfaya,USA,Welterweight,American Top Team,1978-12-19,Grilo,,,
Orthodox,Olaf Alfonso,2553292/olaf-alfonso,,Welterweight,,,,,,
,Pablo Alfonso,2517124/pablo-alfonso,USA,Bantamweight,,1982-05-09,The Hurricane,,,
,Jon Alford,4030347/jon-alford,,,,,,,,
,Levi Alford,2951129/levi-alford,,,,,,,,
,Michael Alford,3028732/michael-alford,,,,,,,,
,Nasef Alganga,3100921/nasef-alganga,,,,,,,,
Switch,Bill Algeo,4076472/bill-algeo,USA,Featherweight,Algeo MMA and Kickboxing,1989-06-09,Senor Perfecto,73.0,146.0,72.0
Orthodox,Royce Alger,2558117/royce-alger,,Middleweight,Kiboju ,,,,,
,Ramzan Algeriev,3027483/ramzan-algeriev,,,,,,,,
,David Alguacil,3146921/david-alguacil,,,,,,,,
,Aniss Alhajjajy,3090454/aniss-alhajjajy,,,,,,,,
,Magomed Alhasov,4253142/magomed-alhasov,Russia,,,,,,,
,Adeq Ali,4696874/adeq-ali,Malaysia,Welterweight,,,,,,
,Mohamed Ali,3153132/mohamed-ali,Egypt,Middleweight,,1982-01-01,,,,
,Noah Ali,3153370/noah-ali,Canada,Featherweight,Champion's Creed MMA,1985-04-01,The Chosen Defender,,,
,Tarkan Ali Erokcu,4332566/tarkan-ali-erokcu,,,,,,,,
,Heena Ali Shaikh,4422334/heena-ali-shaikh,,,,,,,,
,Amir Aliakbari,4076779/amir-aliakbari,Iran,,AKA Thailand,1984-06-10,,,250.0,75.0
,Marat Aliaskhabov,4422089/marat-aliaskhabov,Russia,,,1990-01-05,,,,
,Magomedsaygid Alibekov,4294870/magomedsaygid-alibekov,Russia,Lightweight,,,,,155.0,70.0
,Mark Aliberti,2594071/mark-aliberti,,,,,,,,
,Artur Alibulatov,4359697/artur-alibulatov,Russia,Light Heavyweight,,,,,185.0,73.0
,Adi Alic,3943688/adi-alic,USA,Featherweight,,1989-06-25,,,145.0,68.0
,Adnan Alic,4038123/adnan-alic,Serbia,,,1984-04-10,,,275.0,73.0
,Chris Aliendi,4286949/chris-aliendi,,,,,,,,
,Abdula Aliev,4895695/abdula-aliev,,,,,,,,
,Abdulla Aliev,4405601/abdulla-aliev,Russia,Flyweight,,1996-09-08,Dagger,,125.0,66.0
,Abdurakhman Aliev,4913015/abdurakhman-aliev,Russia,,,,,,,
,Adam Aliev,4396798/adam-aliev,,,,,,,,
,Adil Aliev,4712346/adil-aliev,Russia,,,,,,,
,Akhal Aliev,4300703/akhal-aliev,,,,,,,,
,Akhmed Aliev,4247604/akhmed-aliev,Russia,Lightweight,Eagles MMA,1990-01-05,Butcher,72.0,155.0,68.0
,Akhmet Aliev,3077984/akhmet-aliev,,,,,,,,
,Artur Aliev,4293538/artur-aliev,Russia,,,1992-03-07,,,,
,Bekzat Aliev,4323889/bekzat-aliev,,,,,,,,
,Fuad Aliev,4281418/fuad-aliev,,,,,,,,
,Gadzhimurad Aliev,4296565/gadzhimurad-aliev,Russia,Flyweight,Gorets,,,,125.0,66.0
,Ismail Aliev,3995902/ismail-aliev,,,,,,,,
,Jeihun Aliev,3024535/jeihun-aliev,,,,,,,,
,Rashid Aliev,3156662/rashid-aliev,Russia,,,,,,,
,Rustam Aliev,4883814/rustam-aliev,Russia,,,,,,,
Orthodox,Sultan Aliev,3021961/sultan-aliev,Russia,Welterweight,American Top Team,1984-09-17,,74.5,170.0,71.0
,Talekh Aliev,4293429/talekh-aliev,Russia,,,,,,,
,Agasif Alikberov,4253143/agasif-alikberov,,,,,,,,
,Abdulsupyan Alikhanov,3173099/abdulsupyan-alikhanov,,Middleweight,,,,,185.0,71.0
,Adam Alikhanov,3024610/adam-alikhanov,,,,,,,,
,Ante Alilovic,4275026/ante-alilovic,,,,,,,,
,Sabar Alim,3164822/sabar-alim,,,,,,,,
,Alice Alimova,4713425/alice-alimova,Ukraine,,,,,,,
,Andrew Alirez,3122044/andrew-alirez,,,,,,,,
,Amir Aliskerov,3103200/amir-aliskerov,,,,1987-09-08,,,,
,Artur Aliskerov,4894842/artur-aliskerov,,,,,,,,
,Ikram Aliskerov,4684776/ikram-aliskerov,Russia,Middleweight,,1992-12-07,,,185.0,72.0
,Gadzhi Alisultanov,4794540/gadzhi-alisultanov,Russia,,,,,,,
,Leon Aliu,4584163/leon-aliu,Italy,,,1989-07-14,,,185.0,72.0
,Amran Aliyev,3164032/amran-aliyev,,,,,,,,
,Huseyn Aliyev,4422113/huseyn-aliyev,,,,1990-07-21,,,,
,Nahid Alizade,4873776/nahid-alizade,Russia,,,,,,,
,Anvar Alizhanov,4024184/anvar-alizhanov,Russia,,,1989-02-04,,,,
,Velimurad Alkhasov,4292756/velimurad-alkhasov,Russia,,,,,,,
,Muhieddin Alkhatib,4375624/muhieddin-alkhatib,,,,1993-11-14,,,,
,Magomed Alkuliev,4423281/magomed-alkuliev,Russia,,,,,,,
,Glenn Allaire,4339143/glenn-allaire,,,,,,,,
,David Allan,4873689/david-allan,Brazil,,,1992-06-07,,,155.0,68.0
,Jimmy Allan,4898559/jimmy-allan,Brazil,,,,,,,
Orthodox,John Allan,4372193/john-allan,Brazil,Light Heavyweight,Chute Boxe,1993-02-22,,75.0,205.0,73.0
,Jason Allar,2558020/jason-allar,,Middleweight,,,,,,
,Ray Allard,4375211/ray-allard,,,,,,,,
,Musail Allaudinov,3050587/musail-allaudinov,,,,,,,,
,Todd Allee,2618007/todd-allee,,Heavyweight,,,,,,
,Roberto Allegretti,4379259/roberto-allegretti,Italy,Welterweight,,1979-09-23,Minotauro,,185.0,69.0
Southpaw,Arnold Allen,3902098/arnold-allen,England,Featherweight,BKK Fighters,1994-01-22,Almighty,70.0,145.0,68.0
,Boyd Allen,4237296/boyd-allen,USA,,,,,,,
Orthodox,Brendan Allen,4025699/brendan-allen,USA,Middleweight,Sanford MMA,1995-12-28,All In,75.0,185.0,74.0
,Christian Allen,2558048/christian-allen,,,,,,,,
,Craig Allen,3016691/craig-allen,,,,,,,,
,Destin Allen,4353886/destin-allen,USA,,,,,,,
Open Stance,George Allen,2498647/george-allen,,,,,A-Dog,,,
,George Allen,3089349/george-allen,,,,,,,,
,Kelly Allen,3026367/kelly-allen,,,,,,,,
,Kenneth Allen,2500633/kenneth-allen,,,,,,,,
,Kenny Allen,3900206/kenny-allen,,,,,,,,
,Keto Allen,2504978/keto-allen,,,,,,,,
,Marc Allen,3138169/marc-allen,,,,,,,,
,Marciea Allen,3041846/marciea-allen,USA,Women's Bantamweight,,1981-11-19,,,135.0,67.0
,Marquis Allen,4426302/marquis-allen,USA,,,,,,,
,Rico Allen,4834232/rico-allen,England,,,,,,,
,Ryan Allen,4903319/ryan-allen,Canada,Light Heavyweight,,,,,,
,Robert Allensworth,4349235/robert-allensworth,,,,,,,,
,Nick Alley,4388656/nick-alley,USA,,,1990-12-10,,,175.0,72.0
,Brett Allgood,3730684/brett-allgood,,,,,,,,
,Rodney Allison,3166120/rodney-allison,USA,Featherweight,,1990-07-23,,,145.0,73.0
,Troy Allison,3089344/troy-allison,,,,,,,,
,Warren Allison,3166132/warren-allison,South Africa,,,,,,,
,Roy Allison Jr.,3155083/roy-allison-jr,England,,,,,,,
,Ali Allouane,2967038/ali-allouane,,,,,,,,
Orthodox,Ben Alloway,3009715/ben-alloway,Australia,Welterweight,Fiore MMA,1981-02-19,Benny Blanco,75.0,,
,David Allred,3022187/david-allred,USA,,,,,,,
,Edwin Allseitz,2502032/edwin-allseitz,,Welterweight,,,,,,
,Tom Allstot,4031352/tom-allstot,,,,,,,,
,Assu Almabaev,4294926/assu-almabaev,Kazakhstan,,,,,,,
,Jesse Almaraz,4425884/jesse-almaraz,USA,,,1984-11-16,,,,
,Dan Almario,4236247/dan-almario,USA,,,,,,,
,Jared Almazan,4913036/jared-almazan,Philippines,Flyweight,,1996-07-01,,,125.0,65.0
,Lazaro Almea,4591011/lazaro-almea,Cuba,,,1983-06-08,,,,
,Alexandre Almeida,3163431/alexandre-almeida,Brazil,Featherweight,Xtreme Couture,1988-08-21,Capitao,,145.0,68.0
,Carlos Sousa Almeida,3093508/carlos-sousa-almeida,,Flyweight,,,,,,
,Christopher Almeida,3031748/christopher-almeida,,,,,,,,
,Dan Almeida,4023008/dan-almeida,,,,,,,,
,Daniel Almeida,3003514/daniel-almeida,Brazil,Light Heavyweight,,,Jacare,,205.0,68.0
,Darlan Almeida,3900484/darlan-almeida,,,,,,,,
,Diogo Almeida,2354115/diogo-almeida,,,,,,,,
,Elielson Almeida,2565291/elielson-almeida,,,,,,,,
Orthodox,Ericka Almeida,3895652/ericka-almeida,Brazil,Women's Strawweight,Academy Octavio Almeida,1989-03-05,,68.5,,
Orthodox,Estefani Almeida,4039957/estefani-almeida,Brazil,Women's Flyweight,,1988-10-17,,,125.0,64.0
,Fernando Almeida,2563805/fernando-almeida,,,,,,,,
,Giovanni Almeida,3054274/giovanni-almeida,,,,,,,,
,Igor Almeida,2528581/igor-almeida,,Welterweight,,,,,,
,Isac Almeida,3088829/isac-almeida,,,,,,,,
Orthodox,Jailton Almeida,4873640/jailton-almeida,Brazil,Light Heavyweight,LG System,1991-06-26,Malhadinho,79.0,205.0,75.0
,Jessica Almeida,4227059/jessica-almeida,,,,,,,,
,Joao Isidoro Almeida,4078661/joao-isidoro-almeida,,,,,,,,
Orthodox,Lucas Almeida,4863328/lucas-almeida,Brazil,Lightweight,,1991-01-13,,71.0,155.0,71.0
,Magno Almeida,2560055/magno-almeida,,Lightweight,,,,,,
,Marcelo Almeida,3895687/marcelo-almeida,,,,,,,,
,Marcus Almeida,4711604/marcus-almeida,Brazil,Heavyweight,American Top Team,1990-01-08,Buchecha,,220.0,75.0
,Mixeli Daiane Almeida,4374657/mixeli-daiane-almeida,Brazil,,,,,,,
,Paulo Almeida,4896498/paulo-almeida,Brazil,Featherweight,,,,,,
,Paulo Cesar Almeida,4288905/paulo-cesar-almeida,,,,,,,,
,Ramon Almeida,3094566/ramon-almeida,,,,,,,,
Orthodox,Ricardo Almeida,2335488/ricardo-almeida,USA,Welterweight,Ricardo Almeida Jiu-Jitsu,1976-11-29,Cachorrao,74.0,,
,Rodrigo Almeida,3105157/rodrigo-almeida,Brazil,,Carlos Neto BJJ,1986-03-06,The Young Lion,,145.0,67.0
,Rodrigo Almeida,4192781/rodrigo-almeida,Brazil,,,,,,,
,Saul Almeida,3046793/saul-almeida,Brazil,Featherweight,Carlos Neto BJJ,1989-06-04,,,145.0,73.0
Southpaw,Thomas Almeida,3071362/thomas-almeida,Brazil,Bantamweight,Chute Boxe,1991-07-31,Thominhas,70.0,136.0,67.0
,Weber Almeida,4782650/weber-almeida,Brazil,Featherweight,Team Machida,1987-12-01,The Silverback,,145.0,67.0
,Wesley Almeida,4699403/wesley-almeida,Brazil,,,1989-04-12,,,205.0,74.0
,Joao Paulo Almeida Alves,4353303/joao-paulo-almeida-alves,Brazil,,,,,,,
,Fabricio Almeida Goncalves,4283937/fabricio-almeida-goncalves,Brazil,,,1989-09-25,Pitbull,,205.0,72.0
,Douglas Almeida Silva,4334748/douglas-almeida-silva,,,,,,,,
,Peterson Almeida Vilela,4294864/peterson-almeida-vilela,Brazil,,,,,,205.0,72.0
,Nick Almen,3020549/nick-almen,,,,,,,,
,Terrence Almond,4290961/terrence-almond,USA,Bantamweight,,1983-07-02,,,135.0,66.0
,Ricky Almondia,3961424/ricky-almondia,,,,,,,,
,Geraldo Rosa Almonte,4701273/geraldo-rosa-almonte,Dominican Republic,,,1993-04-17,,,,
,Paul Almquist,4295196/paul-almquist,USA,,,,,,,
,Matt Almy,4394195/matt-almy,,,,1988-09-27,,,125.0,66.0
,Ali Alnaemi,4687046/ali-alnaemi,Qatar,,,1988-12-16,,,,
,Alfred Alo,3173323/alfred-alo,,,,,,,,
,Miguel Alo,3083567/miguel-alo,,Featherweight,,,,,,
,Farzana Alokozy,4026430/farzana-alokozy,,,,,,,,
,Jorge Alonso,2594127/jorge-alonso,,,,,,,,
,Mauricio Alonso,3009730/mauricio-alonso,Brazil,,Striker's House,1980-02-27,,,170.0,74.0
,Olaf Alonso,2499821/olaf-alonso,,,,,,,,
Southpaw,Sarah Alpar,3115959/sarah-alpar,USA,Women's Bantamweight,American Elite MMA,1991-06-01,Too Sweet,63.0,125.0,64.0
